"TEXT","TEXT","TEXT"
"LauraM06","Zamit","3.0"
"KTodd2002","Daltfresh","1.0"
"KTodd2002","Stronghold","3.0"
"ChrisT01","Flexidy","2.0"
"ChrisT01","Tampflex","1.1"
"ChrisT01","Tres-Zap","1.1"
"LeeS11","Fintone","2.1"
"LeeS11","Keylex","3.0"
"LeeS11","Lotstring","2.1"
"LeeS11","Subin","2.0"
"LeeS11","Tresom","2.1"
"LeeS11","Wrapsafe","1.2"
"DAnna1997","Aerified","1.0"
"DAnna1997","Bitchip","2.0"
"DAnna1997","Gembucket","1.2"
"DAnna1997","Home Ing","2.0"
"DAnna1997","Job","3.0"
"DAnna1997","Redhold","1.1"
"HolmesS","Bytecard","2.0"
"HolmesS","Holdlamis","2.0"
"HolmesS","Stim","3.0"
"HolmesS","Vagram","2.0"
"HolmesS","Voyatouch","2.1"
"HolmesS","Y-find","2.1"
"HolmesS","Zontrax","2.0"
"HolmesS","Zontrax","2.1"
"ClarenceE1997","Pannier","2.0"
"ClarenceE1997","Stronghold","1.1"
"ClarenceE1997","Sub-Ex","2.0"
"ClarenceE1997","Zontrax","2.0"
"HenryW2002","Bytecard","3.0"
"HenryW2002","Hatity","1.2"
"HenryW2002","Ventosanzap","1.1"
"HenryW2002","Ventosanzap","3.0"
"HenryW2002","Voyatouch","2.1"
"ScottB","Stringtough","1.2"
"ScottB","Tempsoft","1.2"
"ScottB","Wrapsafe","2.1"
"ScottB","Zathin","1.2"
"HMary","Temp","2.0"
"SBrandon","Fixflex","3.0"
"SBrandon","Treeflex","2.1"
"WeaverB","Domainer","1.2"
"WeaverB","Hatity","3.0"
"WeaverB","Opela","1.2"
"WeaverB","Redhold","2.1"
"WeaverB","Voltsillam","1.1"
"WeaverB","Voltsillam","3.0"
"WeaverB","Wrapsafe","1.1"
"BurkeR99","Alpha","3.0"
"BurkeR99","Quo Lux","2.0"
"BurkeR99","Sonair","2.0"
"BurkeR99","Temp","2.0"
"BurkeR99","Y-Solowarm","2.0"
"HendersonH96","Trippledex","1.1"
"HendersonH96","Viva","3.0"
"HansonD","Gembucket","1.0"
"HansonD","It","1.1"
"HansonD","Temp","1.2"
"HEric99","Latlux","1.2"
"HEric99","Voltsillam","2.1"
"HEric99","Zathin","2.1"
"HEric99","Zontrax","3.0"
"RuizJ","It","2.1"
"RuizJ","Ronstring","2.0"
"RuizJ","Viva","1.1"
"JGonzalez","Hatity","1.1"
"JGonzalez","Pannier","1.0"
"FosterB2007","Zathin","3.0"
"GarrettJ03","Fix San","1.0"
"GarrettJ03","Namfix","1.1"
"GarrettJ03","Temp","2.1"
"SAmanda05","It","1.1"
"SAmanda05","Pannier","2.1"
"SAmanda05","Quo Lux","2.1"
"PhillipsJ","Cardguard","3.0"
"PhillipsJ","Fixflex","1.2"
"PhillipsJ","Sonair","1.2"
"PhillipsJ","Tin","1.2"
"PhillipsJ","Y-find","1.1"
"PaulaG","Opela","1.0"
"PaulaG","Ventosanzap","2.0"
"PaulaG","Zontrax","1.0"
"MKeith","Sonair","3.0"
"MKeith","Stronghold","2.1"
"MKeith","Y-find","1.2"
"AnnS","Andalax","3.0"
"AnnS","Job","1.2"
"AnnS","Mat Lam Tam","1.1"
"AnnS","Opela","1.0"
"AnnS","Tampflex","2.0"
"AnnS","Tempsoft","1.0"
"AnnS","Voltsillam","3.0"
"StevensC","Alphazap","2.1"
"StevensC","Hatity","1.2"
"StevensC","Redhold","2.1"
"StevensC","Sonair","3.0"
"StevensC","Treeflex","2.1"
"BaileyD2007","Gembucket","1.2"
"BaileyD2007","Latlux","3.0"
"BaileyD2007","Lotlux","3.0"
"BaileyD2007","Stim","3.0"
"BaileyD2007","Voltsillam","1.1"
"DAlbert1996","Flexidy","1.2"
"DAlbert1996","Flowdesk","3.0"
"DAlbert1996","Y-find","2.1"
"DAlbert1996","Zontrax","2.1"
"ShirleyS","Home Ing","2.0"
"ShirleyS","Ronstring","1.0"
"EdwardF02","Bitwolf","2.1"
"EdwardF02","Stringtough","2.0"
"EdwardF02","Voltsillam","2.1"
"GAnthony1995","Matsoft","3.0"
"GAnthony1995","Sonair","2.1"
"GAnthony1995","Stim","3.0"
"GAnthony1995","Stringtough","2.0"
"GAnthony1995","Voyatouch","3.0"
"RichardsT","Bamity","3.0"
"RichardsT","Fix San","1.2"
"RichardsT","Solarbreeze","2.1"
"LoisH1997","Span","3.0"
"LoisH1997","Stim","3.0"
"LoisH1997","Zaam-Dox","3.0"
"OAndrew11","Alpha","2.1"
"OAndrew11","Asoka","2.0"
"OAndrew11","Mat Lam Tam","3.0"
"OAndrew11","Prodder","1.1"
"OAndrew11","Ronstring","1.1"
"OAndrew11","Ronstring","3.0"
"OAndrew11","Subin","1.2"
"OAndrew11","Voyatouch","1.1"
"WTerry1995","Aerified","1.0"
"WTerry1995","Alphazap","2.0"
"WTerry1995","Cardify","2.1"
"WTerry1995","Cookley","3.0"
"WTerry1995","Toughjoyfax","2.0"
"WTerry1995","Treeflex","3.0"
"WTerry1995","Zaam-Dox","2.0"
"RiceJ2008","Fixflex","2.0"
"RiceJ2008","Prodder","1.0"
"RiceJ2008","Vagram","1.2"
"RiceJ2008","Ventosanzap","3.0"
"WallaceJ06","Biodex","1.2"
"WallaceJ06","Bitwolf","1.0"
"WallaceJ06","Cookley","3.0"
"WallaceJ06","Fix San","2.0"
"WallaceJ06","Konklab","1.2"
"WallaceJ06","Pannier","2.0"
"WallaceJ06","Sonsing","2.1"
"WallaceJ06","Tres-Zap","1.0"
"WallaceJ06","Zontrax","1.1"
"SNorma11","Lotstring","1.0"
"SNorma11","Overhold","1.1"
"SNorma11","Zaam-Dox","1.2"
"FRice01","Stim","3.0"
"FRice01","Wrapsafe","1.2"
"FRice01","Zamit","3.0"
"FRice01","Zoolab","1.0"
"BradleyS2008","Fix San","2.1"
"BradleyS2008","Namfix","1.2"
"BradleyS2008","Prodder","3.0"
"BradleyS2008","Ronstring","3.0"
"JSantoso","Cardify","1.1"
"JSantoso","Gembucket","3.0"
"JSantoso","Kanlam","2.1"
"JSantoso","Tresom","1.2"
"JSantoso","Zathin","2.1"
"PJoyce10","Alpha","1.1"
"PJoyce10","Holdlamis","2.1"
"PJoyce10","Latlux","2.0"
"PJoyce10","Y-find","2.1"
"PJoyce10","Y-Solowarm","3.0"
"PJoyce10","Zoolab","2.0"
"BurtonJ1994","Kanlam","1.0"
"BurtonJ1994","Tampflex","1.1"
"BurtonJ1994","Y-find","1.0"
"BurtonJ1994","Y-find","3.0"
"MasonR","Flexidy","1.2"
"MasonR","It","1.2"
"MasonR","Span","1.0"
"MasonR","Toughjoyfax","1.0"
"KarenT01","Latlux","2.0"
"KarenT01","Regrant","1.2"
"KarenT01","Ventosanzap","1.0"
"KarenT01","Voltsillam","1.0"
"JerryR1997","Bitchip","1.2"
"JerryR1997","Domainer","2.1"
"JerryR1997","Flexidy","2.1"
"JerryR1997","Keylex","1.2"
"JerryR1997","Lotlux","1.0"
"JerryR1997","Pannier","1.0"
"JerryR1997","Sonsing","2.1"
"JerryR1997","Subin","1.2"
"JerryR1997","Voyatouch","1.2"
"GonzalezA","Bytecard","2.0"
"GonzalezA","Gembucket","1.1"
"GonzalezA","Holdlamis","3.0"
"LarryK2004","Bytecard","2.0"
"LarryK2004","Mat Lam Tam","1.0"
"LarryK2004","Sonsing","2.0"
"LarryK2004","Tempsoft","2.0"
"LarryK2004","Toughjoyfax","2.1"
"LarryK2004","Transcof","3.0"
"LarryK2004","Y-find","1.1"
"HowellE94","Cookley","1.1"
"HowellE94","Namfix","2.1"
"HowellE94","Sonsing","3.0"
"HowellE94","Veribet","1.0"
"HowellE94","Viva","1.2"
"SmithJ2009","Greenlam","2.0"
"SmithJ2009","Job","2.1"
"SmithJ2009","Namfix","1.1"
"SmithJ2009","Y-find","1.2"
"RDunn99","Bitchip","1.2"
"RDunn99","Mat Lam Tam","2.1"
"RDunn99","Toughjoyfax","2.1"
"RDunn99","Tres-Zap","1.2"
"RDunn99","Trippledex","1.0"
"StevenR2007","Greenlam","1.2"
"StevenR2007","Sonsing","2.1"
"FRonald05","Aerified","2.1"
"FRonald05","Alpha","1.0"
"FRonald05","Cardguard","2.0"
"FRonald05","Cardguard","3.0"
"FRonald05","Gembucket","1.2"
"FRonald05","Temp","2.1"
"FRonald05","Tin","2.1"
"FRonald05","Tresom","2.0"
"FRonald05","Ventosanzap","2.0"
"FRonald05","Zamit","2.0"
"CarolA2002","Pannier","2.1"
"CarolA2002","Trippledex","1.0"
"RShawn","Overhold","2.1"
"RShawn","Stronghold","2.0"
"RShawn","Y-Solowarm","1.0"
"WalterS08","Voltsillam","2.1"
"WalterS08","Zoolab","1.2"
"GHeather03","Duobam","1.1"
"GHeather03","Flexidy","1.2"
"GHeather03","Namfix","1.1"
"GHeather03","Stim","1.0"
"GHeather03","Trippledex","2.1"
"KJose06","Job","2.1"
"KJose06","Tampflex","1.1"
"MorenoH00","Aerified","1.0"
"MorenoH00","Aerified","2.1"
"MorenoH00","Alpha","1.1"
"MorenoH00","Temp","1.0"
"MorenoH00","Ventosanzap","3.0"
"MMartha11","Keylex","1.0"
"MMartha11","Regrant","1.1"
"KennedyJ97","Aerified","2.1"
"KennedyJ97","Alpha","1.0"
"KennedyJ97","Duobam","2.1"
"KennedyJ97","Tin","1.1"
"KennedyJ97","Zamit","3.0"
"SJeffrey","Cardify","1.0"
"SJeffrey","Mat Lam Tam","1.1"
"SJeffrey","Voltsillam","1.2"
"SJeffrey","Zamit","1.2"
"WRoger","Flowdesk","3.0"
"WRoger","Konklab","3.0"
"ALaura2009","Transcof","2.1"
"HDaniel98","Stim","2.1"
"HDaniel98","Viva","3.0"
"HDaniel98","Y-find","1.1"
"GibsonC2003","Gembucket","1.0"
"GibsonC2003","Lotlux","1.2"
"GibsonC2003","Tin","1.1"
"KingD94","Alphazap","2.0"
"KingD94","Cookley","3.0"
"GarciaC10","Keylex","1.0"
"GarciaC10","Lotlux","1.1"
"GarciaC10","Otcom","1.0"
"GarciaC10","Pannier","2.1"
"GarciaC10","Prodder","3.0"
"GarciaC10","Y-find","1.0"
"RebeccaH","Overhold","1.2"
"RebeccaH","Stronghold","3.0"
"RebeccaH","Transcof","3.0"
"RebeccaH","Zoolab","3.0"
"NRose10","Hatity","3.0"
"NRose10","Pannier","1.0"
"NRose10","Zathin","1.2"
"ChapmanC08","Job","1.0"
"ChapmanC08","Kanlam","2.1"
"ChapmanC08","Stringtough","1.0"
"ChapmanC08","Tampflex","2.1"
"ChapmanC08","Tin","1.1"
"ChapmanC08","Veribet","1.0"
"ChapmanC08","Voltsillam","1.0"
"DixonR","Opela","2.1"
"DixonR","Stim","3.0"
"DixonR","Ventosanzap","1.2"
"DixonR","Zontrax","1.2"
"HBrandon1996","Fixflex","1.0"
"HBrandon1996","Stim","1.0"
"HBrandon1996","Treeflex","3.0"
"HBrandon1996","Trippledex","2.0"
"HBrandon1996","Voyatouch","1.1"
"CraigH05","Bitchip","3.0"
"CraigH05","Greenlam","3.0"
"CraigH05","Y-Solowarm","3.0"
"PriceC97","Keylex","3.0"
"PriceC97","Voltsillam","1.0"
"HChavez99","Solarbreeze","1.1"
"HaroldW06","Alpha","3.0"
"HaroldW06","Bitwolf","3.0"
"HaroldW06","Cookley","2.0"
"HaroldW06","Mat Lam Tam","3.0"
"HaroldW06","Tresom","1.0"
"KevinG","Domainer","2.0"
"KevinG","Kanlam","1.0"
"KevinG","Toughjoyfax","2.0"
"KevinG","Trippledex","2.0"
"RoseJ98","Aerified","3.0"
"RoseJ98","Bamity","1.1"
"RoseJ98","Konklab","2.0"
"RoseJ98","Namfix","2.1"
"RoseJ98","Regrant","3.0"
"RoseJ98","Veribet","2.0"
"RoseJ98","Y-Solowarm","1.2"
"LawrenceG2007","Gembucket","3.0"
"LawrenceG2007","Kanlam","1.2"
"LawrenceG2007","Tres-Zap","3.0"
"LawrenceG2007","Veribet","2.1"
"LawrenceG2007","Voltsillam","1.0"
"LawrenceG2007","Zathin","1.2"
"HayesK95","Alpha","1.1"
"HayesK95","Cardguard","2.0"
"HayesK95","Domainer","1.2"
"HayesK95","Pannier","2.0"
"HayesK95","Trippledex","1.2"
"CHenry2007","Quo Lux","3.0"
"CHenry2007","Temp","1.0"
"LKim","Cardify","1.1"
"LKim","Flowdesk","1.0"
"LKim","Redhold","2.0"
"LKim","Trippledex","1.2"
"LKim","Zamit","1.0"
"LKim","Zoolab","3.0"
"GSteven04","Bamity","1.0"
"GSteven04","Cookley","2.0"
"GSteven04","Opela","1.0"
"GSteven04","Viva","2.1"
"CCarter","Alpha","1.1"
"CCarter","Sonair","2.0"
"ScottK02","Andalax","1.1"
"ScottK02","Voltsillam","3.0"
"SBilly96","Gembucket","1.0"
"SBilly96","Gembucket","3.0"
"SBilly96","Span","2.1"
"SBilly96","Stronghold","3.0"
"SBilly96","Wrapsafe","3.0"
"SBilly96","Zathin","1.2"
"LJessica","Cardguard","3.0"
"LJessica","Fix San","1.0"
"LJessica","Mat Lam Tam","1.2"
"AlbertP11","Cardguard","1.0"
"AlbertP11","Hatity","3.0"
"AlbertP11","It","1.1"
"AlbertP11","Tin","3.0"
"AJennifer04","Tempsoft","1.1"
"AJennifer04","Zontrax","2.0"
"BMary96","Cardguard","3.0"
"BMary96","Fintone","1.2"
"BMary96","Overhold","2.1"
"BMary96","Tampflex","2.0"
"BMary96","Temp","2.1"
"BMary96","Voyatouch","3.0"
"AngelaF2010","Fintone","1.2"
"AngelaF2010","Job","1.1"
"AngelaF2010","Kanlam","2.1"
"AngelaF2010","Mat Lam Tam","1.2"
"AngelaF2010","Tres-Zap","1.2"
"JosephM98","Holdlamis","3.0"
"JosephM98","Sonair","2.0"
"JosephM98","Zontrax","2.0"
"NancyH11","Stringtough","2.0"
"NancyH11","Tresom","2.0"
"NancyH11","Y-Solowarm","2.0"
"MorganA2005","Alphazap","2.0"
"MorganA2005","Cookley","1.2"
"MorganA2005","Fintone","1.2"
"MorganA2005","It","3.0"
"MorganA2005","Viva","1.2"
"MorganA2005","Voyatouch","3.0"
"ShirleyW2008","Daltfresh","2.0"
"ShirleyW2008","Fix San","1.1"
"ShirleyW2008","Job","1.1"
"ShirleyW2008","Temp","2.0"
"ShirleyW2008","Toughjoyfax","1.1"
"ShirleyW2008","Y-find","1.1"
"RebeccaA04","Bamity","3.0"
"RebeccaA04","Bigtax","2.1"
"RebeccaA04","Cardguard","1.0"
"RebeccaA04","Vagram","3.0"
"GonzalesA99","Biodex","2.0"
"GonzalesA99","Fintone","2.0"
"GonzalesA99","Flowdesk","2.0"
"GonzalesA99","Greenlam","2.0"
"GonzalesA99","Kanlam","3.0"
"GonzalesA99","Toughjoyfax","1.0"
"GonzalesA99","Zontrax","1.0"
"LeeonK94","It","1.1"
"LeeonK94","Lotstring","1.1"
"LeeonK94","Overhold","1.1"
"LeeonK94","Redhold","2.0"
"LeeonK94","Solarbreeze","2.1"
"LeeonK94","Temp","2.1"
"LStephen1995","Alphazap","1.1"
"LStephen1995","Greenlam","1.1"
"LStephen1995","Y-Solowarm","1.0"
"LStephen1995","Zontrax","2.1"
"RGerald1995","Alpha","3.0"
"RGerald1995","Konklux","2.1"
"RGerald1995","Subin","1.0"
"RGerald1995","Tres-Zap","1.2"
"RGerald1995","Viva","1.1"
"KMarie10","Bigtax","2.1"
"KMarie10","Pannier","1.0"
"KMarie10","Sub-Ex","1.0"
"KMarie10","Tempsoft","1.1"
"KMarie10","Tempsoft","1.2"
"KMarie10","Ventosanzap","1.0"
"JoyceE01","Fixflex","1.0"
"JoyceE01","Matsoft","1.1"
"JoyceE01","Stringtough","2.0"
"JoyceE01","Voltsillam","2.0"
"MorenoL05","Fix San","3.0"
"MorenoL05","Fixflex","1.2"
"MorenoL05","Lotlux","2.1"
"MorenoL05","Regrant","3.0"
"MorenoL05","Ronstring","1.0"
"MorenoL05","Temp","1.2"
"MorenoL05","Y-Solowarm","1.1"
"GKathleen04","Bitchip","3.0"
"GKathleen04","Redhold","2.1"
"GKathleen04","Tempsoft","2.1"
"GKathleen04","Tin","1.0"
"GKathleen04","Zoolab","3.0"
"GreeneB2004","Fixflex","2.1"
"GreeneB2004","Home Ing","2.1"
"GreeneB2004","Pannier","2.1"
"GreeneB2004","Regrant","1.1"
"GreeneB2004","Sonsing","2.1"
"GreeneB2004","Subin","1.2"
"GreeneB2004","Treeflex","2.1"
"RamirezM2004","Bitchip","1.0"
"RamirezM2004","Holdlamis","1.0"
"RamirezM2004","Sonsing","1.0"
"RamirezM2004","Stim","1.2"
"RamirezM2004","Zaam-Dox","1.1"
"HChris1997","Bitchip","1.0"
"HChris1997","Fixflex","2.0"
"HChris1997","Voltsillam","2.1"
"HChris1997","Voyatouch","2.0"
"HChris1997","Y-Solowarm","1.0"
"WalterF2009","Andalax","3.0"
"WalterF2009","Biodex","2.0"
"WalterF2009","Biodex","2.1"
"WalterF2009","Span","1.1"
"WalterF2009","Zoolab","2.1"
"DHenderson2002","Namfix","1.1"
"DHenderson2002","Wrapsafe","2.1"
"SWoods00","Bitwolf","1.1"
"SWoods00","Bitwolf","3.0"
"SWoods00","Opela","2.1"
"SWoods00","Sub-Ex","1.0"
"SWoods00","Transcof","1.0"
"ORuby2003","Bitwolf","3.0"
"ORuby2003","Fixflex","1.1"
"ORuby2003","Redhold","2.0"
"ORuby2003","Ronstring","1.1"
"ORuby2003","Span","3.0"
"ORuby2003","Sub-Ex","1.1"
"ORuby2003","Temp","1.2"
"ORuby2003","Viva","3.0"
"HansenL","Daltfresh","2.1"
"HansenL","Job","1.1"
"MyersM1997","Cardguard","1.1"
"MyersM1997","Cookley","3.0"
"MyersM1997","Holdlamis","1.1"
"MyersM1997","Lotstring","3.0"
"MyersM1997","Tempsoft","1.0"
"MyersM1997","Ventosanzap","1.0"
"GPaul12","Vagram","1.2"
"GPaul12","Zaam-Dox","1.2"
"GPaul12","Zoolab","2.1"
"JDorothy1998","Alphazap","2.1"
"JDorothy1998","Bigtax","3.0"
"JDorothy1998","Daltfresh","2.1"
"JDorothy1998","Prodder","1.0"
"JDorothy1998","Ventosanzap","3.0"
"JDorothy1998","Zaam-Dox","3.0"
"LeeJ2011","Bamity","1.0"
"LeeJ2011","Cardify","1.1"
"LeeJ2011","Veribet","2.0"
"LeeJ2011","Y-Solowarm","3.0"
"LeeJ2011","Zontrax","2.0"
"HernandezC97","Biodex","1.2"
"HernandezC97","Keylex","1.0"
"HernandezC97","Mat Lam Tam","1.2"
"HernandezC97","Regrant","2.0"
"HernandezC97","Stringtough","3.0"
"HernandezC97","Sub-Ex","2.0"
"BurnsK","Bigtax","3.0"
"BurnsK","Bitchip","1.0"
"BurnsK","Overhold","1.0"
"BurnsK","Sonair","1.0"
"BurnsK","Stringtough","1.0"
"BLee96","Alpha","2.0"
"BLee96","Bamity","1.0"
"BLee96","Konklux","1.0"
"BLee96","Prodder","1.2"
"BLee96","Span","1.0"
"BLee96","Temp","3.0"
"BLee96","Wrapsafe","1.1"
"BLee96","Zoolab","1.2"
"SimsA96","Kanlam","2.1"
"SimsA96","Lotlux","1.2"
"SimsA96","Quo Lux","2.1"
"SimsA96","Y-find","2.0"
"OwensA09","Gembucket","2.0"
"OwensA09","Job","1.1"
"OwensA09","Voltsillam","1.2"
"KathrynH2002","Kanlam","1.1"
"KathrynH2002","Redhold","2.1"
"KathrynH2002","Voltsillam","2.0"
"KAlbert06","Flowdesk","2.1"
"KAlbert06","Tin","1.1"
"KAlbert06","Vagram","3.0"
"KAlbert06","Zaam-Dox","2.0"
"HowardC2010","Lotstring","2.0"
"HowardC2010","Ronstring","1.0"
"RileyJ97","Opela","2.0"
"RileyJ97","Solarbreeze","3.0"
"RileyJ97","Stringtough","1.0"
"RileyJ97","Y-Solowarm","3.0"
"FJean2001","Bamity","3.0"
"FJean2001","Duobam","1.1"
"FJean2001","Fintone","2.1"
"FJean2001","Greenlam","2.0"
"FJean2001","Voltsillam","1.2"
"FJean2001","Zaam-Dox","3.0"
"GohJ2010","Duobam","2.1"
"GohJ2010","Lotstring","1.0"
"GohJ2010","Regrant","1.1"
"GohJ2010","Y-find","1.1"
"GohJ2010","Zamit","1.0"
"SandraM95","Vagram","1.2"
"BBenjamin","Opela","1.0"
"BBenjamin","Opela","1.1"
"BBenjamin","Opela","1.2"
"BBenjamin","Opela","2.0"
"BBenjamin","Opela","2.1"
"BBenjamin","Opela","3.0"
"BSarah2010","Biodex","1.0"
"BSarah2010","Fix San","1.1"
"BSarah2010","Greenlam","1.2"
"BSarah2010","Sonsing","2.1"
"BSarah2010","Temp","2.1"
"BSarah2010","Tresom","1.0"
"BSarah2010","Viva","1.1"
"BSarah2010","Y-find","1.2"
"TTerry2010","Greenlam","2.0"
"TTerry2010","Tempsoft","2.1"
"OoiD12","Bytecard","1.2"
"OoiD12","Duobam","2.1"
"OoiD12","Fintone","1.2"
"OoiD12","Flowdesk","2.0"
"OoiD12","Holdlamis","2.0"
"OoiD12","Mat Lam Tam","1.0"
"OoiD12","Stronghold","3.0"
"OoiD12","Y-Solowarm","1.0"
"OoiD12","Zontrax","2.0"
"KLois2000","Cardify","1.0"
"KLois2000","Tempsoft","2.1"
"KLois2000","Tin","2.1"
"MDavid2003","Bitchip","1.2"
"MDavid2003","Cardify","1.0"
"MDavid2003","Keylex","1.0"
"MDavid2003","Konklab","2.0"
"MDavid2003","Voltsillam","2.0"
"StephenF1996","Zontrax","2.0"
"LJesse","It","1.0"
"LJesse","Job","1.0"
"LJesse","Lotlux","1.1"
"LJesse","Namfix","1.0"
"LJesse","Tampflex","2.1"
"LJesse","Trippledex","1.1"
"ErnestM11","Alpha","2.1"
"ErnestM11","Bitwolf","1.2"
"ErnestM11","Cardguard","2.0"
"ErnestM11","Vagram","2.0"
"WoodsB11","Alphazap","3.0"
"WoodsB11","Bytecard","1.2"
"WoodsB11","Zaam-Dox","1.2"
"WoodS1996","Bamity","3.0"
"WoodS1996","Gembucket","1.0"
"WoodS1996","Pannier","2.0"
"WoodS1996","Regrant","1.0"
"WoodS1996","Ventosanzap","1.2"
"WalterM2001","Bitwolf","2.1"
"WalterM2001","Fixflex","1.1"
"WalterM2001","Tempsoft","2.1"
"RRoger03","Alphazap","2.0"
"RRoger03","Job","1.1"
"RRoger03","Latlux","1.2"
"RRoger03","Vagram","2.0"
"SharonW02","Aerified","2.0"
"SharonW02","Alpha","3.0"
"SharonW02","Andalax","1.1"
"SharonW02","Duobam","1.0"
"SharonW02","Mat Lam Tam","1.0"
"SharonW02","Sonsing","2.0"
"SharonW02","Tres-Zap","2.1"
"IreneM","Fixflex","2.1"
"IreneM","Quo Lux","3.0"
"IreneM","Tresom","1.0"
"IreneM","Zaam-Dox","2.0"
"IreneM","Zamit","2.1"
"HuntC2002","Voyatouch","1.2"
"HuntC2002","Zontrax","2.1"
"BDiana04","Bigtax","2.1"
"BDiana04","Y-Solowarm","3.0"
"DJessica2008","Cardguard","1.0"
"DJessica2008","Prodder","1.1"
"KRandy1998","Biodex","2.1"
"KRandy1998","Duobam","1.1"
"KRandy1998","Fintone","2.0"
"KRandy1998","Flowdesk","1.1"
"KRandy1998","Gembucket","3.0"
"KRandy1998","Holdlamis","2.1"
"KRandy1998","Holdlamis","3.0"
"KRandy1998","Keylex","1.2"
"KRandy1998","Mat Lam Tam","1.2"
"KRandy1998","Voyatouch","3.0"
"KRandy1998","Zaam-Dox","3.0"
"YGeorge2001","Aerified","1.1"
"YGeorge2001","Hatity","1.0"
"YGeorge2001","Kanlam","1.1"
"YGeorge2001","Quo Lux","1.2"
"YGeorge2001","Transcof","2.0"
"YGeorge2001","Zathin","2.1"
"GutierrezR2000","Overhold","3.0"
"GutierrezR2000","Solarbreeze","2.0"
"GutierrezR2000","Treeflex","2.1"
"GutierrezR2000","Y-find","2.0"
"BradleyR","Kanlam","2.1"
"BradleyR","Mat Lam Tam","3.0"
"BradleyR","Sub-Ex","1.1"
"MorrisonF94","Asoka","1.1"
"MorrisonF94","Hatity","2.0"
"MorrisonF94","Home Ing","2.0"
"MorrisonF94","Transcof","1.1"
"MorrisonF94","Tres-Zap","1.1"
"MorrisonF94","Ventosanzap","1.2"
"FooP2006","Fixflex","2.0"
"FooP2006","Opela","2.1"
"FooP2006","Prodder","1.0"
"FooP2006","Stronghold","1.0"
"ClarkA04","Lotstring","3.0"
"ClarkA04","Sonair","1.1"
"ClarkA04","Sonsing","3.0"
"HansenS97","Alphazap","2.0"
"HansenS97","Fixflex","3.0"
"GibsonW","Konklux","3.0"
"GibsonW","Temp","2.0"
"ChanW1993","Fix San","2.1"
"ChanW1993","Sonair","2.0"
"ChanW1993","Tampflex","2.1"
"ChanW1993","Tres-Zap","3.0"
"BShawn95","Alpha","2.0"
"BShawn95","Flexidy","1.2"
"BShawn95","It","1.2"
"BShawn95","Overhold","1.1"
"BShawn95","Tres-Zap","1.0"
"TungE","Aerified","2.0"
"TungE","Fix San","1.0"
"TungE","Latlux","2.1"
"TungE","Otcom","1.2"
"TungE","Prodder","1.2"
"TungE","Subin","1.2"
"TungE","Tempsoft","2.0"
"TungE","Treeflex","1.1"
"TungE","Tres-Zap","1.2"
"TungE","Tres-Zap","3.0"
"BarnesC","It","2.0"
"BarnesC","Trippledex","1.2"
"ATan95","Alpha","1.2"
"ATan95","Redhold","2.0"
"MaryG02","Fixflex","1.1"
"MaryG02","It","1.1"
"MaryG02","Lotstring","1.0"
"MaryG02","Matsoft","1.1"
"MaryG02","Sonair","2.0"
"MaryG02","Toughjoyfax","3.0"
"MaryG02","Tres-Zap","1.2"
"MaryG02","Zaam-Dox","2.0"
"GShawn","Andalax","3.0"
"GShawn","Flowdesk","3.0"
"GShawn","Greenlam","2.0"
"GShawn","Otcom","1.0"
"GShawn","Veribet","1.1"
"GShawn","Wrapsafe","1.2"
"GShawn","Wrapsafe","3.0"
"GordonA97","Opela","1.1"
"GordonA97","Otcom","3.0"
"GordonA97","Pannier","2.0"
"GordonA97","Stronghold","2.0"
"GordonA97","Trippledex","1.0"
"FTimothy1993","Bitchip","2.0"
"FTimothy1993","Job","1.1"
"FTimothy1993","Tampflex","3.0"
"FTimothy1993","Treeflex","3.0"
"MEmily04","Alphazap","1.1"
"MEmily04","Cookley","3.0"
"MEmily04","Flowdesk","2.0"
"MEmily04","Flowdesk","2.1"
"MEmily04","Konklux","1.2"
"MEmily04","Namfix","1.0"
"MEmily04","Pannier","1.2"
"MEmily04","Sonair","1.1"
"WNicole08","Bamity","3.0"
"WNicole08","Duobam","3.0"
"WNicole08","Mat Lam Tam","2.0"
"WNicole08","Pannier","1.2"
"WNicole08","Redhold","3.0"
"WNicole08","Subin","2.0"
"WNicole08","Temp","1.2"
"WNicole08","Tin","1.0"
"LMary","Alpha","1.1"
"LMary","Alpha","2.1"
"LMary","Flexidy","2.0"
"LMary","Otcom","1.0"
"LMary","Quo Lux","1.0"
"LMary","Stronghold","2.0"
"CKeith","Aerified","1.2"
"CKeith","Fix San","2.0"
"CKeith","Flexidy","1.1"
"CKeith","Greenlam","2.0"
"CKeith","Hatity","3.0"
"CKeith","Home Ing","2.1"
"CKeith","Latlux","1.0"
"CKeith","Solarbreeze","1.2"
"CKeith","Y-Solowarm","1.2"
"CKeith","Zathin","2.1"
"CKeith","Zontrax","3.0"
"KReynolds96","Bitchip","3.0"
"KReynolds96","Lotstring","3.0"
"KReynolds96","Matsoft","1.2"
"KReynolds96","Toughjoyfax","2.1"
"KReynolds96","Y-find","1.0"
"AndrewsH05","Fix San","1.1"
"AndrewsH05","Konklab","1.2"
"AndrewsH05","Overhold","1.2"
"AndrewsH05","Span","2.1"
"ShawJ06","Latlux","1.2"
"RJean00","Matsoft","1.1"
"RJean00","Namfix","1.0"
"RJean00","Stronghold","2.1"
